Approved symbol	Approved name	Chromosome	NCBI Gene ID
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	5q23.3	171019
ADAMTS19-AS1	ADAMTS19 antisense RNA 1	5q23.3	103689846
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	12q12	80070
ADAMTSL1	ADAMTS like 1	9p22.2-p22.1	92949
ADAMTSL2	ADAMTS like 2	9q34.2	9719
ADAMTSL3	ADAMTS like 3	15q25.2	57188
ADAMTSL4	ADAMTS like 4	1q21.2	54507
ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	1q21.2	
ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	1q21.2	100289061
ADAMTSL5	ADAMTS like 5	19p13.3	339366
ADAP1	ArfGAP with dual PH domains 1	7p22.3	11033
ADAP2	ArfGAP with dual PH domains 2	17q11.2	55803
ADAR	adenosine deaminase RNA specific	1q21.3	103
ADARB1	adenosine deaminase RNA specific B1	21q22.3	104
ADARB2	adenosine deaminase RNA specific B2 (inactive)	10p15.3	105
ADARB2-AS1	ADARB2 antisense RNA 1	10p15.3	642394
ADAT1	adenosine deaminase tRNA specific 1	16q23.1	23536
ADAT2	adenosine deaminase tRNA specific 2	6q24.2	134637
ADAT3	adenosine deaminase tRNA specific 3	19p13.3	113179
ADCK1	aarF domain containing kinase 1	14q24.3	57143
ADCK2	aarF domain containing kinase 2	7q34	90956
ADCK5	aarF domain containing kinase 5	8q24.3	203054
ADCP1	adenosine deaminase complexing protein 1	6	106
ADCY1	adenylate cyclase 1	7p12.3	107
ADCY2	adenylate cyclase 2	5p15.31	108
ADCY3	adenylate cyclase 3	2p23.3	109
ADCY4	adenylate cyclase 4	14q12	196883
ADCY5	adenylate cyclase 5	3q21.1	111
ADCY6	adenylate cyclase 6	12q13.12	112
ADCY6-DT	ADCY6 divergent transcript	12q13.12	100506125
ADCY7	adenylate cyclase 7	16q12.1	113
ADCY8	adenylate cyclase 8	8q24.22	114
ADCY9	adenylate cyclase 9	16p13.3	115
ADCY10	adenylate cyclase 10	1q24.2	55811
ADCY10P1	ADCY10 pseudogene 1	6p21.1	221442
ADCYAP1	adenylate cyclase activating polypeptide 1	18p11.32	116
ADCYAP1R1	ADCYAP receptor type I	7p14.3	117
ADD1	adducin 1	4p16.3	118
ADD2	adducin 2	2p13.3	119
ADD3	adducin 3	10q25.1-q25.2	120
ADD3-AS1	ADD3 antisense RNA 1	10q25.1	100505933
ADGB	androglobin	6q24.3	79747
ADGB-DT	ADGB divergent transcript	6q24.3	101928661
ADGRA1	adhesion G protein-coupled receptor A1	10q26.3	84435
ADGRA1-AS1	ADGRA1 antisense RNA 1	10q26.3	
ADGRA2	adhesion G protein-coupled receptor A2	8p11.23	25960
ADGRA3	adhesion G protein-coupled receptor A3	4p15.2	166647
ADGRA3P1	ADGRA3 pseudogene 1	18p11.21	100996333
ADGRB1	adhesion G protein-coupled receptor B1	8q24.3	575
ADGRB2	adhesion G protein-coupled receptor B2	1p35.2	576
ADGRB3	adhesion G protein-coupled receptor B3	6q12-q13	577
ADGRB3-DT	ADGRB3 divergent transcript	6q12	101928307
ADGRD1	adhesion G protein-coupled receptor D1	12q24.33	283383
ADGRD1-AS1	ADGRD1 antisense RNA 1	12q24.33	105755954
ADGRD2	adhesion G protein-coupled receptor D2	9q33.3	347088
ADGRE1	adhesion G protein-coupled receptor E1	19p13.3-p13.2	2015
ADGRE2	adhesion G protein-coupled receptor E2	19p13.12	30817
ADGRE3	adhesion G protein-coupled receptor E3	19p13.12	84658
ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	19p13.2	326342
ADGRE5	adhesion G protein-coupled receptor E5	19p13.12	976
ADGRF1	adhesion G protein-coupled receptor F1	6p12.3	266977
ADGRF2	adhesion G protein-coupled receptor F2	6p12.3	222611
ADGRF3	adhesion G protein-coupled receptor F3	2p23.3	165082
ADGRF4	adhesion G protein-coupled receptor F4	6p12.3	221393
ADGRF5	adhesion G protein-coupled receptor F5	6p12.3	221395
ADGRF5-AS1	ADGRF5 antisense RNA 1	6p12.3	101926962
ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	9q13	389740
ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	9p11.1	441416
ADGRG1	adhesion G protein-coupled receptor G1	16q21	9289
ADGRG2	adhesion G protein-coupled receptor G2	Xp22.13	10149
ADGRG3	adhesion G protein-coupled receptor G3	16q21	222487
ADGRG4	adhesion G protein-coupled receptor G4	Xq26.3	139378
ADGRG5	adhesion G protein-coupled receptor G5	16q21	221188
ADGRG6	adhesion G protein-coupled receptor G6	6q24.2	57211
ADGRG7	adhesion G protein-coupled receptor G7	3q12.2	84873
ADGRL1	adhesion G protein-coupled receptor L1	19p13.12	22859
ADGRL1-AS1	ADGRL1 antisense RNA 1	19p13.12	100507373
ADGRL2	adhesion G protein-coupled receptor L2	1p31.1	23266
ADGRL3	adhesion G protein-coupled receptor L3	4q13.1	23284
ADGRL3-AS1	ADGRL3 antisense RNA 1	4q13.1	101927186
ADGRL4	adhesion G protein-coupled receptor L4	1p31.1	64123
ADGRV1	adhesion G protein-coupled receptor V1	5q14.3	84059
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	4q23	124
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	4q23	125
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	4q23	126
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	4q23	127
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	4q23	128
ADH5P2	ADH5 pseudogene 2	1p31.1	343296
ADH5P3	ADH5 pseudogene 3	1q43	100131810
ADH5P4	ADH5 pseudogene 4	6q12	642443
ADH5P5	ADH5 pseudogene 5	5p14.2	
ADH6	alcohol dehydrogenase 6 (class V)	4q23	130
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	4q23	131
ADHFE1	alcohol dehydrogenase iron containing 1	8q13.1	137872
ADI1	acireductone dioxygenase 1	2p25.3	55256
ADI1P1	acireductone dioxygenase 1 pseudogene 1	20q12	100130936
ADI1P2	acireductone dioxygenase 1 pseudogene 2	8q22.3	100288971
ADI1P3	acireductone dioxygenase 1 pseudogene 3	12q13.11	100288129
ADIG	adipogenin	20q11.23	149685
ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	9q22.33	125906382
ADIPOQ	adiponectin, C1Q and collagen domain containing	3q27.3	9370
ADIPOQ-AS1	ADIPOQ antisense RNA 1	3q27.3	100874095
ADIPOR1	adiponectin receptor 1	1q32.1	51094
ADIPOR1P1	adiponectin receptor 1 pseudogene 1	10p12.31	645220
ADIPOR1P2	adiponectin receptor 1 pseudogene 2	14q32.13	390503
ADIPOR2	adiponectin receptor 2	12p13.33	79602
ADIRF	adipogenesis regulatory factor	10q23.2	10974
ADIRF-AS1	ADIRF antisense RNA 1	10q23.2	100133190
ADK	adenosine kinase	10q22.2	132
ADM	adrenomedullin	11p15.4	133
ADM-DT	ADM divergent transcript	11p15.4	105376544
ADM2	adrenomedullin 2	22q13.33	79924
ADM5	adrenomedullin 5 (putative)	19q13.33	199800
ADNP	activity dependent neuroprotector homeobox	20q13.13	23394
ADNP-AS1	ADNP antisense RNA 1	20q13.13	101927631
ADNP2	ADNP homeobox 2	18q23	22850
ADO	2-aminoethanethiol dioxygenase	10q21.3	84890
ADORA1	adenosine A1 receptor	1q32.1	134
ADORA2A	adenosine A2a receptor	22q11.23	135
ADORA2A-AS1	ADORA2A antisense RNA 1	22q11.23	646023
ADORA2B	adenosine A2b receptor	17p12	136
ADORA2BP1	adenosine A2b receptor pseudogene 1	1q32.2	137
ADORA3	adenosine A3 receptor	1p13.2	140
ADPGK	ADP dependent glucokinase	15q24.1	83440
ADPGK-AS1	ADPGK antisense RNA 1	15q24.1	100287559
ADPRH	ADP-ribosylarginine hydrolase	3q13.33	141
ADPRHL1	ADP-ribosylhydrolase like 1	13q34	113622
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	17p13.1	56985
ADPRS	ADP-ribosylserine hydrolase	1p34.3	54936
ADRA1A	adrenoceptor alpha 1A	8p21.2	148
ADRA1B	adrenoceptor alpha 1B	5q33.3	147
ADRA1D	adrenoceptor alpha 1D	20p13	146
ADRA2A	adrenoceptor alpha 2A	10q25.2	150
ADRA2B	adrenoceptor alpha 2B	2q11.2	151
ADRA2C	adrenoceptor alpha 2C	4p16.3	152
ADRB1	adrenoceptor beta 1	10q25.3	153
ADRB2	adrenoceptor beta 2	5q32	154
ADRB3	adrenoceptor beta 3	8p11.23	155
ADRM1	ADRM1 26S proteasome ubiquitin receptor	20q13.33	11047
ADSL	adenylosuccinate lyase	22q13.1	158
ADSS1	adenylosuccinate synthase 1	14q32.33	122622
ADSS2	adenylosuccinate synthase 2	1q44	159
ADTRP	androgen dependent TFPI regulating protein	6p24.1	84830
AEBP1	AE binding protein 1	7p13	165
AEBP2	AE binding protein 2	12p12.3	121536
AEN	apoptosis enhancing nuclease	15q26.1	64782
AFAP1	actin filament associated protein 1	4p16.1	60312
AFAP1-AS1	AFAP1 antisense RNA 1	4p16.1	84740
AFAP1L1	actin filament associated protein 1 like 1	5q32	134265
AFAP1L2	actin filament associated protein 1 like 2	10q25.3	84632
AFDN	afadin, adherens junction formation factor	6q27	4301
AFDN-DT	AFDN divergent transcript	6q27	653483
AFF1	ALF transcription elongation factor 1	4q21.3-q22.1	4299
AFF1-AS1	AFF1 antisense RNA 1	4q21.3	100506746
AFF2	ALF transcription elongation factor 2	Xq28	2334
AFF2-IT1	AFF2 intronic transcript 1	Xq28	
AFF3	ALF transcription elongation factor 3	2q11.2	3899
AFF4	ALF transcription elongation factor 4	5q31.1	27125
AFF4-DT	AFF4 divergent transcript	5q31.1	
AFF4P1	AFF4 pseudogene 1	3q22.1	
AFG1L	AFG1 like ATPase	6q21	246269
AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	16q24.3	172
AFG3L2	AFG3 like matrix AAA peptidase subunit 2	18p11.21	10939
AFG3L2P1	AFG3L2 pseudogene 1	8p11.1	347028
AFM	afamin	4q13.3	173
AFMID	arylformamidase	17q25.3	125061
AFP	alpha fetoprotein	4q13.3	174
AFTPH	aftiphilin	2p14	54812
AFTPH-DT	AFTPH divergent transcript	2p14	101927402
AGA	aspartylglucosaminidase	4q34.3	175
AGA-DT	AGA divergent transcript	4q34.3	285500
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	2q37.2	116987
AGAP1-IT1	AGAP1 intronic transcript 1	2q37.2	100506749
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	12q14.1	116986
AGAP2-AS1	AGAP2 antisense RNA 1	12q14.1	100130776
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	7q36.1	116988
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	10q11.22	119016
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	10q22.2	729092
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	10q11.23	414189
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	10q11.22	653268
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	10q11.22	642517
AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	10q11.22	653234
AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	10q23.2	119385
AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	10q11.22	414224
AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	10q11.22	728005
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	10q11.22	653259
AGBL1	AGBL carboxypeptidase 1	15q25.3	123624
AGBL1-AS1	AGBL1 antisense RNA 1	15q25.3	727915
AGBL2	AGBL carboxypeptidase 2	11p11.2	79841
AGBL3	AGBL carboxypeptidase 3	7q33	340351
AGBL4	AGBL carboxypeptidase 4	1p33	84871
AGBL4-AS1	AGBL4 antisense RNA 1	1p33	101929721
AGBL4-IT1	AGBL4 intronic transcript 1	1p33	
AGBL5	AGBL carboxypeptidase 5	2p23.3	60509
AGBL5-AS1	AGBL5 antisense RNA 1	2p23.3	100874031
AGBL5-IT1	AGBL5 intronic transcript 1	2p23.3	
AGER	advanced glycosylation end-product specific receptor	6p21.32	177
AGFG1	ArfGAP with FG repeats 1	2q36.3	3267
AGFG2	ArfGAP with FG repeats 2	7q22.1	3268
AGGF1	angiogenic factor with G-patch and FHA domains 1	5q13.3	55109
AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1	4q35.2	100132380
AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2	10q26.3	644435
AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3	3p12.3	391552
AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4	16p11.1	100129351
AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5	16p11.1	100128103
AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6	16p11.1	
AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7	16p11.1	100132606
AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8	16p11.2	100128804
AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9	16p11.1	100127958
AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	20q11.1	100288774
AGK	acylglycerol kinase	7q34	55750
AGK-DT	AGK divergent transcript	7q34	105375538
AGKP1	AGK pseudogene 1	Yq11.221	359793
AGKP2	AGK pseudogene 2	Xq26.2	392543
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	1p21.2	178
AGMAT	agmatinase	1p36.21	79814
AGMO	alkylglycerol monooxygenase	7p21.2	392636
AGO1	argonaute RISC component 1	1p34.3	26523
AGO2	argonaute RISC catalytic component 2	8q24.3	27161
AGO3	argonaute RISC catalytic component 3	1p34.3	192669
AGO4	argonaute RISC component 4	1p34.3	192670
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	6p21.32	10554
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	9q34.3	10555
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	21q22.3	56894
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	6q26	56895
AGPAT4-IT1	AGPAT4 intronic transcript 1	6q26	79992
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	8p23.1	55326
AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1	Yp11.2	646231
AGPS	alkylglycerone phosphate synthase	2q31.2	8540
AGR2	anterior gradient 2, protein disulphide isomerase family member	7p21.1	10551
AGR3	anterior gradient 3, protein disulphide isomerase family member	7p21.1	155465
AGRN	agrin	1p36.33	375790
AGRP	agouti related neuropeptide	16q22.1	181
AGT	angiotensinogen	1q42.2	183
AGTPBP1	ATP/GTP binding carboxypeptidase 1	9q21.33	23287
AGTR1	angiotensin II receptor type 1	3q24	185
AGTR2	angiotensin II receptor type 2	Xq23	186
AGTRAP	angiotensin II receptor associated protein	1p36.22	57085
AGXT	alanine--glyoxylate aminotransferase	2q37.3	189
AGXT2	alanine--glyoxylate aminotransferase 2	5p13.2	64902
AHCTF1	AT-hook containing transcription factor 1	1q44	25909
AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1	2q24.2	285116
AHCY	adenosylhomocysteinase	20q11.22	191
AHCYL1	adenosylhomocysteinase like 1	1p13.3	10768
AHCYL2	adenosylhomocysteinase like 2	7q32.1	23382
AHCYP1	adenosylhomocysteinase pseudogene 1	10q11.22	340844
AHCYP2	adenosylhomocysteinase pseudogene 2	9q33.2	392387
AHCYP3	adenosylhomocysteinase pseudogene 3	2q12.1	402093
AHCYP4	adenosylhomocysteinase pseudogene 4	2q22.1	129560
AHCYP5	adenosylhomocysteinase pseudogene 5	2q32.3	391470
AHCYP6	adenosylhomocysteinase pseudogene 6	11q14.1	100419714
AHCYP7	adenosylhomocysteinase pseudogene 7	15q21.2	645486
AHCYP8	adenosylhomocysteinase pseudogene 8	1q44	
AHDC1	AT-hook DNA binding motif containing 1	1p36.11-p35.3	27245
AHI1	Abelson helper integration site 1	6q23.3	54806
AHI1-DT	AHI1 divergent transcript	6q23.3	100131814
AHNAK	AHNAK nucleoprotein	11q12.3	79026
AHNAK2	AHNAK nucleoprotein 2	14q32.33	113146
AHR	aryl hydrocarbon receptor	7p21.1	196
AHRR	aryl hydrocarbon receptor repressor	5p15.33	57491
AHSA1	activator of HSP90 ATPase activity 1	14q24.3	10598
AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene	2p15	130872
AHSG	alpha 2-HS glycoprotein	3q27.3	197
AHSP	alpha hemoglobin stabilizing protein	16p11.2	51327
AICDA	activation induced cytidine deaminase	12p13.31	57379
AIDA	axin interactor, dorsalization associated	1q41	64853
AIDAP1	AIDA pseudogene 1	2p25.1	646050
AIDAP2	AIDA pseudogene 2	4q32.1	646890
AIDAP3	AIDA pseudogene 3	18p11.32	100128360
AIF1	allograft inflammatory factor 1	6p21.33	199
AIF1L	allograft inflammatory factor 1 like	9q34.12-q34.13	83543
AIFM1	apoptosis inducing factor mitochondria associated 1	Xq26.1	9131
AIFM1P1	AIFM1 pseudogene 1	10p12.31	645120
AIFM2	apoptosis inducing factor mitochondria associated 2	10q22.1	84883
AIFM3	apoptosis inducing factor mitochondria associated 3	22q11.21	150209
AIG1	androgen induced 1	6q24.2	51390
AIG1P1	androgen induced 1 pseudogene 1	5p13.1	
AIM2	absent in melanoma 2	1q23.1-q23.2	9447
AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	4q24	9255
AIMP1P1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1	20p12.1	170547
AIMP1P2	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2	1q24.3	100873064
AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7p22.1	7965
AIP	aryl hydrocarbon receptor interacting protein	11q13.2	9049
AIPL1	aryl hydrocarbon receptor interacting protein like 1	17p13.2	23746
AIRE	autoimmune regulator	21q22.3	326
AIRN	antisense of IGF2R non-protein coding RNA	6q25.3	100271873
AJAP1	adherens junctions associated protein 1	1p36.32	55966
AJM1	apical junction component 1 homolog	9q34.3	389813
AJUBA	ajuba LIM protein	14q11.2	84962
AJUBA-DT	AJUBA divergent transcript	14q11.2	107984660
AK1	adenylate kinase 1	9q34.11	203
AK2	adenylate kinase 2	1p35.1	204
AK2P1	adenylate kinase 2 pseudogene 1	1p32.1	266920
AK2P2	adenylate kinase 2 pseudogene 2	2p22.3	339736
AK3	adenylate kinase 3	9p24.1	50808
AK3P2	AK3 pseudogene 2	8q24.3	100419074
AK3P3	AK3 pseudogene 3	7p15.3	100419075
AK3P4	AK3 pseudogene 4	5q22.3	100129959
AK3P5	AK3 pseudogene 5	10p11.22	100288319
AK3P6	AK3 pseudogene 6	12q24.33	100873789
AK3P7	AK3 pseudogene 7	3p21.1	
AK4	adenylate kinase 4	1p31.3	205
AK4P1	adenylate kinase 4 pseudogene 1	17q11.2	206
AK4P2	adenylate kinase 4 pseudogene 2	5q11.2	100132104
AK4P3	adenylate kinase 4 pseudogene 3	12p11.21	645619
AK4P4	adenylate kinase 4 pseudogene 4	9p24.1	100128705
AK4P5	adenylate kinase 4 pseudogene 5	6q14.1	100526416
AK4P6	adenylate kinase 4 pseudogene 6	4q31.3	649288
AK5	adenylate kinase 5	1p31.1	26289
AK6	adenylate kinase 6	5q13.2	102157402
AK6P1	adenylate kinase 6 pseudogene 1	12p11.1	100132086
AK6P2	adenylate kinase 6 pseudogene 2	12q12	100128817
AK7	adenylate kinase 7	14q32.2	122481
AK8	adenylate kinase 8	9q34.13	158067
AK9	adenylate kinase 9	6q21	221264
AKAIN1	A-kinase anchor inhibitor 1	18p11.31	642597
AKAP1	A-kinase anchoring protein 1	17q22	8165
AKAP1-DT	AKAP1 divergent transcript	17q22	
AKAP2	A-kinase anchoring protein 2	9q31.3	
AKAP3	A-kinase anchoring protein 3	12p13.32	10566
AKAP4	A-kinase anchoring protein 4	Xp11.22	8852
AKAP5	A-kinase anchoring protein 5	14q23.3	9495
AKAP6	A-kinase anchoring protein 6	14q12	9472
AKAP7	A-kinase anchoring protein 7	6q23.2	9465
AKAP8	A-kinase anchoring protein 8	19p13.12	10270
AKAP8L	A-kinase anchoring protein 8 like	19p13.12	26993
AKAP8P1	A-kinase anchoring protein 8 pseudogene 1	9p23	646114
AKAP9	A-kinase anchoring protein 9	7q21.2	10142
AKAP10	A-kinase anchoring protein 10	17p11.2	11216
AKAP11	A-kinase anchoring protein 11	13q14.11	11215
AKAP12	A-kinase anchoring protein 12	6q25.1	9590
AKAP13	A-kinase anchoring protein 13	15q25.3	11214
AKAP13-AS1	AKAP13 antisense RNA 1	15q25.3	
AKAP14	A-kinase anchoring protein 14	Xq24	158798
AKAP17A	A-kinase anchoring protein 17A	Xp22.33 and Yp11.32	8227
AKAP17BP	A-kinase anchoring protein 17B, pseudogene	Xq24	139516
AKIP1	A-kinase interacting protein 1	11p15.4	56672
AKIRIN1	akirin 1	1p34.3	79647
AKIRIN1P1	akirin 1 pseudogene 1	12q21.31	100418731
AKIRIN1P2	akirin 1 pseudogene 2	Xq12	
AKIRIN2	akirin 2	6q15	55122
AKIRIN2P1	akirin 2 pseudogene 1	4q31.23	100216487
AKNA	AT-hook transcription factor	9q32	80709
AKNAD1	AKNA domain containing 1	1p13.3	254268
AKR1A1	aldo-keto reductase family 1 member A1	1p34.1	10327
AKR1B1	aldo-keto reductase family 1 member B	7q33	231
AKR1B1P1	aldehyde reductase family 1 member B1 pseudogene 1	1q42.12	401982
AKR1B1P2	aldo-keto reductase family 1 member B1 pseudogene 2	3p12.3	236
AKR1B1P3	aldo-keto reductase family 1 member B1 pseudogene 3	11p15.2	729347
AKR1B1P4	aldo-keto reductase family 1 member B1 pseudogene 4	13q14.13	390402
AKR1B1P5	aldo-keto reductase family 1 member B1 pseudogene 5	14q23.1	390482
AKR1B1P6	aldo-keto reductase family 1 member B1 pseudogene 6	18p11.22	100129769
AKR1B1P7	aldo-keto reductase family 1 member B1 pseudogene 7	19q13.11	126242
AKR1B1P8	aldo-keto reductase family 1 member B1 pseudogene 8	Xq23	392525
AKR1B10	aldo-keto reductase family 1 member B10	7q33	57016
AKR1B10P1	aldo-keto reductase family 1 member B10 pseudogene 1	10q21.3	340888
AKR1B10P2	aldo-keto reductase family 1 member B10 pseudogene 2	18q22.1	643582
AKR1B15	aldo-keto reductase family 1 member B15	7q33	441282
AKR1C1	aldo-keto reductase family 1 member C1	10p15.1	1645
AKR1C2	aldo-keto reductase family 1 member C2	10p15.1	1646
AKR1C3	aldo-keto reductase family 1 member C3	10p15.1	8644
AKR1C4	aldo-keto reductase family 1 member C4	10p15.1	1109
AKR1C5P	aldo-keto reductase family 1 member C5, pseudogene	10p15.1	100996684
AKR1C6P	aldo-keto reductase family 1 member C6, pseudogene	10p15.1	389932
AKR1C7P	aldo-keto reductase family 1 member C7, pseudogene	10p15.1	648947
AKR1C8	aldo-keto reductase family 1 member C8	10p15.1	340811
AKR1D1	aldo-keto reductase family 1 member D1	7q33	6718
AKR1D1P1	aldo-keto reductase family 1 member D1 pseudogene 1	1q24.2	80701
AKR1E2	aldo-keto reductase family 1 member E2	10p15.1	83592
AKR7A2	aldo-keto reductase family 7 member A2	1p36.13	8574
AKR7A2P1	AKR7A2 pseudogene 1	1p13.2	246182
AKR7A2P2	AKR7A2P pseudogene 1	Xq24	159007
AKR7A3	aldo-keto reductase family 7 member A3	1p36.13	22977
AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	1p36.13	246181
AKT1	AKT serine/threonine kinase 1	14q32.33	207
AKT1S1	AKT1 substrate 1	19q13.33	84335
AKT2	AKT serine/threonine kinase 2	19q13.2	208
AKT3	AKT serine/threonine kinase 3	1q43-q44	10000
AKT3-IT1	AKT3 intronic transcript 1	1q44	
AKTIP	AKT interacting protein	16q12.2	64400
AKTIPP1	AKTIP pseudogene 1	3p21.1	101059924
AKTIPP2	AKTIP pseudogene 2	5p14.2	100130746
AKTIPP3	AKTIP pseudogene 3	11q21	100131233
ALAD	aminolevulinate dehydratase	9q32	210
ALAS1	5'-aminolevulinate synthase 1	3p21.2	211
ALAS2	5'-aminolevulinate synthase 2	Xp11.21	212
ALB	albumin	4q13.3	213
ALCAM	activated leukocyte cell adhesion molecule	3q13.11	214
ALDH1A1	aldehyde dehydrogenase 1 family member A1	9q21.13	216
ALDH1A2	aldehyde dehydrogenase 1 family member A2	15q21.3	8854
ALDH1A2-AS1	ALDH1A2 antisense RNA 1	15q21.3	283665
ALDH1A3	aldehyde dehydrogenase 1 family member A3	15q26.3	220
